code_activity,name_activity,ar_name_activity
60321.0,Technicien en recherche-développement en industrie,تقني في البحوث والتطوير في الصناعة
60320.0,Technicien en recherche scientifique,تقني في البحث العلمي
60319.0,Technicien d'études et recherche en électronique,تقني في دراسات وبحوث الإلكترونيات
60318.0,Technicien d'études en recherche et développement en industrie,تقني في دراسات البحوث والتطوير في الصناعة
60317.0,Technicien d'études en informatique industrielle,تقني في الإعلام الآلي الصناعي
60316.0,Technicien de recherche et développement en robotique,تقني في البحوث وتطوير الصناعات الروبوتية
60315.0,Technicien de recherche et développement en métallurgie,تقني في البحوث وتطوير الصناعة المعدنية
60314.0,Technicien de bureau d'études techniques BETen développement industriel,تقني في مكتب الدراسات التقنية في التطوير الصناعي
60313.0,Technicien biologiste en recherche-développement,تقني بيولوجي في البحث والتطوير
60312.0,Technicien chimiste en recherche-développement,تقني كيميائي في البحث والتطوير
60311.0,Rédacteur technique,كاتب تقني
60310.0,Ingénieur chimiste en industrie,مهندس كيميائي في الصناعة
60309.0,Galéniste en industrie pharmaceutique,متخصص في الصيغ الصيدلانية في صناعة الأدوية
60308.0,Directeur d'études recherche et développement en industrie,مدير الدراسات والبحوث والتطوير في الصناعة
60307.0,Directeur d'études et recherche en galénique,مدير الدراسات والبحوث في الصيغ الصيدلانية
60306.0,Développeur de système électrique,مطوِّر لأنظمة كهربائية
60305.0,Chef de projet recherche et développement en industrie,رئيس مشروع البحث والتطوير في الصناعة
60304.0,Chargé d'études et développement en industrie pharmaceutique,مكلف بدراسات وتطوير في صناعة الأدوية
60303.0,Chargé d'études projets industriels,مكلف بدراسات مشاريع صناعية
60302.0,"Bio-informaticien en études, recherche et développement",معلوماتي حيوي في الدراسات والبحث والتطوير
60301.0,Automaticien d'études et développement en industrie,مهندس دراسات وتطوير في الصناعة
60205.0,Représentant technique utilisateur,ممثل تقني للزبون المستخدم
60204.0,Ingénieur assistance technique en maintenance,مهندس تقني في الصيانة
60203.0,Ingénieur assistance technique,مهندس الدعم التقني
60202.0,Ingénieur assistance technique service client,مهندس خدمة الزبائن
60201.0,Chef de cellule assistance technique,رئيس الخلية التقنية
60105.0,Responsable de gestion des contrats marchés,مسؤول تسيير عقود الصفقات
60104.0,Responsable d'affaires en industrie,مسؤول الأعمال في الصناعة
60103.0,Ingénieur technico-commercial affaires industrielles,مهندس تقني تجاري في الأعمال الصناعية
60102.0,Chargé d'affaires et partenariat,مكلف بالأعمال والشراكة
60101.0,Chargé d'affaires en industrie,مكلف بالأعمال في الصناعة
50207.0,Concepteur rédacteur multimédia,مصمم وكاتب الوسائط المتعددة
50206.0,Concepteur réalisateur multimédia,مصمم ومخرج الوسائط المتعددة
50205.0,Concepteur réalisateur communication,مصمم ومخرج في الوسائط المتعددة
50204.0,Concepteur multimédia,مصمم الوسائط المتعددة
50203.0,Concepteur en publicité,مصمم الإعلانات
50202.0,Concepteur de jeux vidéo,مصمم ألعاب الفيديو
50201.0,Chef de groupe de création multimédia,رئيس فريق الاعداد في وسائل الإعلام
50107.0,Organisateur de soirées,منظم السهرات 
50106.0,Organisateur de réceptions,منظم حفلات الاستقبال
50105.0,Organisateur de séminaires,منظم الملتقيات
50104.0,Organisateur de mariages ,منظم حفلات الزفاف 
50103.0,Conseiller en organisation événementielle,مستشار في تنظيم التظاهرات
50102.0,Chef de projet événementiel,رئيس مشروع في تنظيم التظاهرات
50101.0,Assistant commercial d'événementiel,مساعد تجاري في تنظيم التظاهرات
40218.0,Technicien produits électroménager brun,تقني منتوجات أجهزة كهربائية منزلية داكنة
40217.0,Technicien produits électroménager blanc,تقني منتوجات أجهزة كهربائية منزلية بيضاء
40216.0,"Technicien en télévision, hi-fi",تقني في التلفزيون وأجهزة الصوت عالية الوضوح
40215.0,Technicien en électroménager,تقني في الأجهزة الكهرومنزلية
40214.0,Technicien dépanneur petits électroménagers,تقني مصلح أجهزة كهربائية منزلية صغيرة
40213.0,Technicien dépanneur gros électroménagers,تقني مصلح أجهزة كهربائية منزلية كبيرة
40212.0,Technicien de maintenance en appareils électroménagers,تقني في الصيانة للأجهزة الكهربائية المنزلية
40211.0,Responsable service après-vente-SAVen électroménager,مسؤول مصلحة ما بعد البيع في أجهزة كهربائية منزلية
40210.0,"Réparateur en télévision, hi-fi",فني صيانة تلفزيون وأجهزة صوت عالية الوضوح
40209.0,Réparateur en électroménager,فني صيانة أجهزة كهربائية منزلية
40208.0,Réparateur de matériels photographiques,مصلح معدات التصوير الفوتوغرافي
40207.0,Réparateur de machines à coudre,مصلح آلات الخياطة
40206.0,Réparateur d'appareils photographiques,مصلح أجهزة تصوير فوتوغرافي
40205.0,"Dépanneur en télévision, hi-fi",مصلح تلفزيون وأجهزة صوت عالية الوضوح
40204.0,Dépanneur en électroménager,مصلح في مجال الأجهزة الكهربائية المنزلية
40203.0,Dépanneur d'équipements électroménager brun,مصلح أجهزة كهربائية منزلية داكنة
40202.0,Dépanneur d'équipements électroménager blanc,مصلح أجهزة كهربائية منزلية بيضاء
40201.0,Dépanneur d'appareils électroménagers,مصلح أجهزة كهربائية منزلية
40122.0,Technicien support en systèmes téléinformatiques,تقني دعم في مجال أنظمة الاتصالات عن بُعد
40121.0,Technicien support en bureautique,تقني دعم في مجال التكنولوجيا المكتبية
40120.0,Technicien en téléassistance en informatique,تقني في تقديم الدعم عن بُعد في مجال تكنولوجيا المعلومات
40119.0,Technicien en réseau local informatique,تقني في شبكات الحوسبة المحلية
40118.0,Technicien de service après-vente-SAVen bureautique,تقني خدمة ما بعد البيع (SAV) في مجال التكنولوجيا المكتبية
40117.0,Technicien de maintenance en matériels informatiques,تقني صيانة في مجال تكنولوجيا المعدات المعلوماتية
40116.0,Technicien de maintenance en matériel de bureau,تقني صيانة في مجال تكنولوجيا معدات المكتب
40115.0,Technicien de maintenance en informatique,تقني صيانة في مجال تكنولوجيا المعلومات
40114.0,Technicien de maintenance en bureautique,تقني صيانة في مجال التكنولوجيا المكتبية
40113.0,Technicien de maintenance de systèmes informatiques,تقني صيانة أنظمة المعلومات
40112.0,Technicien de maintenance de réseaux télématiques,تقني صيانة الشبكات التليماتيكية
40111.0,Technicien de maintenance de réseaux informatiques,تقني صيانة الشبكات المعلوماتية
40110.0,Support aux utilisateurs en informatique,دعم لمستخدمي تكنولوجيا المعلومات
40109.0,Superviseur help desk en informatique,مشرف في المساعدة المعلوماتية
40108.0,Responsable micro-informatique,مسؤول الإعلام الآلي
40107.0,Responsable centre d'appels en maintenance informatique,مسؤول مركز الاتصال في الصيانة المعلوماتية
40106.0,Agent de maintenance sur télécopieurs,عون صيانة معدات النسخ
40105.0,Agent de maintenance sur systèmes d'impression et de reprographie,عون صيانة أنظمة الطبع والنسخ
40104.0,Agent de maintenance en informatique,عون صيانة أنظمة المعلومات
40103.0,Agent de maintenance en bureautique,عون الصيانة المكتبية
40102.0,Agent de maintenance de matériels de reprographie,عون صيانة معدات الطبع
40101.0,Agent de maintenance de machines de bureau,عون صيانة آلات المكتب
30801.0,Coach sportif,مدرب رياضي
30702.0,Paysagiste,منسق الحدائق
30701.0,Jardinier(ère),بستاني
30603.0,Assistant(e) aux rendez-vous médicaux,مساعد(ة) في المواعيد الطبية
30602.0,Aide aux courses,مساعد(ة)  في التسوق
30601.0,Chauffeur(se) de personnes,سائق(ة) للأفراد
30503.0,Coach scolaire,مدرب مدرسي
30502.0,Tuteur(trice) scolaire,معلم(ة) خصوصي(ة) مدرسي(ة)
30501.0,Enseignant(e) particulier(e),مدرس(ة) خصوصي(ة)
30403.0,Livraison de repas à domicile,توصيل الوجبات إلى المنزل
30402.0,Chef à domicile,شَيف منزلي
30401.0,Cuisinier(ère) à domicile,طباخ(ة) منزلي(ة)
30303.0,Kinésithérapeute,أخصائي في العلاج طبيعي
30302.0,Ergothérapeute,أخصائي في العلاج الوظيفي
30301.0,Assistant(e) de vie,مساعد(ة) في الحياة
30206.0,Accompagnateur/trice de personnes à mobilité réduite,مرافق/مرافقة للأشخاص ذوي الحركة المحدودة
30205.0,Accompagnateur/trice de personnes âgées,مرافق/مرافقة لكبار السن
30204.0,Aide à domicile,مساعد منزلي
30203.0,Infirmier(ère) à domicile,ممرض/ممرضة منزلية
30202.0,Aide-soignant(e),ممرض/ممرضة مساعدة
30201.0,Auxiliaire de vie,مُرَافِق(ة) في الحَيَاة
30104.0,Garde d'enfants malades,رعاية الأطفال المرضى
30103.0,Garde d'enfants partagée,رعاية الأطفال المشتركة
30102.0,Auxiliaire parentale,مساعدة الوالدين في رعاية الأطفال
30101.0,Garde d'enfants,جليسة أطفال
21911.0,Gérant(e) de résidence Airbnb ou autre plateforme de location de logements,مسير خدمات الاسكان أو أي منصة أخرى لتأجير أماكن الإقامة
21910.0,Gestionnaire de réseaux sociaux pour des entreprises en ligne,مسير وسائل التواصل الاجتماعي لشركات عبر الإنترنت
21909.0,Designer de produits sur des plateformes de crowdsourcing,مصمم منتجات على منصات التسويق التشاركي
21908.0,Rédacteur(trice) / copywritter,كاتب / كاتب نصوص ترويجية
21907.0,Graphiste freelance ,مصمم جرافيك مستقل
21906.0,Technicien(ne) informatique à domicile,تقني في المعلوماتية عن بعد
21905.0,Téléconseiller(ère) pour les plateformes de services en ligne,مستشار هاتفي لمنصات الخدمة عبر الإنترنت
21904.0,Chargé(e) de la logistique d'une entreprise de livraison,مكلف باللوجستيات في شركة توصيل
21903.0,Coursier(e) à moto,ساعي بواسطة دراجة نارية
21902.0,Livreur à vélo ou à scooter,عامل توصيل بالدراجة أو السكوتر
21901.0,Chauffeur VTC (voiture de transport avec chauffeur),سائق VTC (سيارة نقل مع سائق)
21810.0,Webmaster,رئيس مواقع الويب (ويب ماستر)
21809.0,Administrateur système informatique,مسؤول عن إدارة النظام المعلوماتي
21808.0,Administrateur sécurité informatique,مسؤول عن إدارة الأمن الإعلامي
21807.0,Administrateur réseauxtélécoms,مسؤول عن إدارة شبكات الاتصالات
21806.0,Administrateur réseau informatique,مسؤول عن إدارة الشبكات الإعلامية
21805.0,Administrateur de site Web,مسؤول عن إدارة مواقع الويب
21804.0,Administrateur de site internet,مسؤول عن إدارة مواقع الإنترنت
21803.0,Administrateur de serveurs,مسؤول عن إدارة الخوادم
21802.0,Administrateur de la messagerie,مسؤول عن إدارة البريد الإلكتروني
21801.0,Administrateur de bases de données,مسؤول عن إدارة قواعد المعطيات نظام المعلومات
21712.0,Technicien système informatique,تقني في النظام المعلوماتي
21711.0,Technicien réseau informatique,تقني في الشبكة المعلوماتية
21710.0,Technicien informatique,تقني في الإعلام الآلي
21709.0,Technicien d'exploitation système informatique,تقني تشغيل النظام المعلوماتي
21708.0,Ingénieur support exploitation informatique,مهندس في وسائل استغلال الإعلام الآلي
21707.0,Ingénieur exploitation système informatique,مهندس في استغلال النظام المعلوماتي
21706.0,Ingénieur d'exploitation informatique,مهندس تشغيل الإعلام الآلي
21705.0,Gestionnaire du parc informatique,مسير تجهيزات الإعلام الآلي
21704.0,Gestionnaire de ressources matérielles informatiques,مسير الموارد المادية في الإعلام الآلي
21703.0,Exploitant réseau informatique,مشغل الشبكة المعلوماتية
21702.0,Exploitant informatique,مشغل في الإعلام الآلي
21701.0,Chef de salle informatique,رئيس قاعة الإعلام الآلي
21652.0,Testeur informatique,مختبر في الإعلام الآلي
21651.0,Technicien programmation,تقني برمجة
21650.0,Responsable d'étude informatique,مسؤول الدراسات في المعلوماتية
21649.0,Responsable des développements informatiques,مسؤول التطوير في المعلوماتية
21648.0,Responsable de projet informatique,مسؤول المشروع المعلوماتي
21647.0,Responsable d'atelier de génie logiciel,مسؤول عن ورشة هندسة البرمجيات
21646.0,Responsable d'application informatique,مسؤول عن التطبيقات في الإعلام الآلي
21645.0,Programmeur jeux vidéo,مبرمج ألعاب الفيديو
21644.0,Programmeur informatique,مبرمج في الإعلام الآلي
21643.0,Paramétreur logiciel ERP,واضع معالم برنامج تخطيط موارد ERP المؤسسة
21642.0,Lead programmeur jeux vidéo,مبرمج رئيسي في الألعاب الفيديو
21641.0,Intégrateur de développement informatique,مدمج في تطوير الإعلام الآلي
21640.0,Intégrateur d'application informatique,مدمج تطبيقات الإعلام الآلي
21639.0,Ingénieur test composants informatique,مهندس اختبار مكونات الإعلام الآلي
21638.0,Ingénieur intégration-validation informatique,مهندس في إدماج مكونات الإعلام الآلي
21637.0,Ingénieur informaticien informaticienne,مهندس في الإعلام الآلي
21636.0,Ingénieur d'intégration applicative,مهندس في إدماج مكونات الإعلام الآلي
21635.0,Ingénieur d'étude informatique,مهندس الدراسات المعلوماتية
21634.0,Ingénieur d'étude et développement informatique,مهندس الدراسات و التطوير المعلوماتي
21633.0,Ingénieur de développement informatique,مهندس في التطوير المعلوماتي
21632.0,Ingénieur de conception informatique,مهندس في التصميم المعلوماتي
21631.0,Ingénieur d'application informatique,مهندس في تطبيقات الإعلام الآلي
21630.0,Ingénieur analyste en système d'information,مهندس محلل في النظام المعلوماتي
21629.0,Informaticien de développement,أخصائي في الإعلام الآلي مكلف بالدراسة
21628.0,Informaticien d'application,أخصائي في تطوير المعلوماتية
21627.0,Informaticien chargé d'étude,أخصائي في تطبيقات الإعلام الآلي
21626.0,Développeur web,مطور مواقع الويب
21625.0,Développeur multimédia,مطور في الوسائل الإعلام المتعددة
21624.0,Développeur jeux vidéo,مطور ألعاب الفيديو
21623.0,Développeur informatique,مطور المعلوماتية
21622.0,Développeur ERP,مطور تخطيط موارد المؤسسة
21621.0,Développeur décisionnelBusiness Intelligence,مطور في الذكاء المعلوماتي
21620.0,Développeur d'application,مطور التطبيقات المعلوماتية
21619.0,Concepteur logiciel informatique,مصمم البرمجيات المعلوماتية
21618.0,Concepteur intégrateur informatique,مصمم مدمج مكونات الإعلام الآلي
21617.0,Concepteur développeur web,مصمم مطور مواقع الويب
21616.0,Concepteur développeur informatique,مصمم مطور في الإعلام الآلي
21615.0,Chef de projet maîtrise d'oeuvre informatique,رئيس مشروع معلوماتي
21614.0,Chef de projet étude et développement informatique,رئيس مشروع الدراسة و التطوير المعلوماتي
21613.0,Assistant chef de projet informatique,مساعد رئيس مشروع في الإعلام الآلي
21612.0,Analyste-programmeur informatique,محلل مبرمج في الإعلام الآلي
21611.0,Analyste test informatique,محلل في الاختبار المعلوماتي
21610.0,Analyste télématique,محلل المعلوماتية البعدية (تليماتيك)
21609.0,Analyste réseau informatique,محلل شبكة الإعلام الآلي
21608.0,Analyste organique informatique,محلل معمارية البرمجيات
21607.0,Analyste fonctionnel informatique,محلل النظم المعلوماتية
21606.0,Analyste développeur,محلل مطور البرامج المعلوماتية
21605.0,Analyste designer informatique,محلل مصمم في المعلوماتية
21604.0,Analyste décisionnelBusiness Intelligence,محلل في الذكاء المعلوماتي
21603.0,Analyste de gestion informatique,محلل التسيير في الإعلام الآلي
21602.0,Analyste d'application,محلل تطبيقات الإعلام الآلي
21601.0,Analyste concepteur informatique,محلل مصمم في الإعلام الآلي
21524.0,Technicien ingénierie réseaux de télécoms,تقني في هندسة شبكات الاتصالات
21523.0,Technicien en installation et maintenance réseaux télécoms,تقني في تركيب وصيانة شبكات الاتصالات
21522.0,Projeteur spécialisé réseaux télécoms,مهندس دراسات ومصمم شبكات الاتصالات
21521.0,Marketeur réseaux de télécoms,رئيس خلية صيانة وإنتاج الاتصالات
21520.0,Ingénieur validation réseaux de télécoms,مهندس المصادقة على شبكات الاتصالات
21519.0,Ingénieur télécoms,مهندس اتصالات
21518.0,Ingénieur télécommunication,مهندس الاتصالات اللاسلكية
21517.0,Ingénieur supervision réseaux télécoms sous-marins,مهندس الإشراف على شبكات الاتصالات تحت سطح المياه
21516.0,Ingénieur supervision réseaux télécoms,مهندس في الإشراف على شبكات الاتصالات
21515.0,Ingénieur réseaux télécoms,مهندس شبكات الاتصالات
21514.0,Ingénieur radio,مهندس راديو
21513.0,Ingénieur en architecture télécoms,مهندس في معمارية الاتصالات
21512.0,Ingénieur déploiement télécoms,مهندس نشر الاتصالات
21511.0,Ingénieur déploiement réseaux télécoms urbains,مهندس نشر شبكات الاتصالات الحضرية
21510.0,Ingénieur déploiement maintenance réseaux télécoms,مهندس نشر وصيانة شبكات الاتصالات
21509.0,Ingénieur d'études et support télécoms,مهندس الدراسات ووسائل الاتصالات
21508.0,Ingénieur d'études et conception réseaux télécoms,مهندس دراسات وتصميم شبكات الاتصالات
21507.0,Consultant télécoms,استشاري الاتصالات
21506.0,Chef de projet télécoms,رئيس مشروع الاتصالات
21505.0,Chargé réseaux télécoms sous-marins,مكلف بشبكات الاتصالات تحت سطح المياه
21504.0,Chargé d'opération réseaux de télécoms,مكلف بعمليات شبكات الاتصالات
21503.0,Chargé d'études et conception réseaux télécoms,مكلف بالدراسات وتصميم شبكات الاتصالات
21502.0,Chargé de planification réseaux de télécoms,مكلف بتخطيط شبكات الاتصالات
21501.0,Architecte réseaux de télécoms,مهندس شبكات الاتصالات
21421.0,Urbaniste des systèmes d'information,مهندس أنظمة المعلومات
21420.0,Responsable qualité des systèmes d'information,مدير جودة أنظمة المعلومات
21419.0,Responsable de projets « métiers » systèmes d'information,مدير مشروع أنظمة المعلومات لعمليات الأعمال
21418.0,"Responsable architecture, urbanisme et veille technologie IT",مدير هندسة التكنولوجيا والتخطيط التكنولوجي
21417.0,Maître d'ouvrage systèmes d'information,صاحب الأعمال أنظمة المعلومات
21416.0,Gestionnaire d'applications systèmes d'information,مدير تطبيقات أنظمة المعلومات
21415.0,Expert métier systèmes d'information,خبير في مجال أنظمة المعلومات
21414.0,Coordinateur de la maîtrise d'ouvrage des systèmes d'information,منسق متطلبات أنظمة المعلومات
21413.0,Consultant réseaux informatiques,استشاري شبكات الإعلام الآلي
21412.0,Consultant informatique,استشاري الإعلام الآلي
21411.0,Consultant fonctionnel des systèmes d'information,استشاري وظائف أنظمة المعلومات
21410.0,Consultant –ERP,استشاري في تخطيط موارد المؤسسة ERP
21409.0,Consultant en systèmes d'information,استشاري في أنظمة المعلومات
21408.0,Consultant en gestion de la relation client GRC/CRM,استشاري في إدارة العلاقات مع الزبائن GRC/CRM
21407.0,Consultant décisionnel,استشاري ذكاء الأعمال
21406.0,Chef de projet maîtrise d'ouvrage des systèmes d'information,مدير مشروع أنظمة المعلومات
21405.0,Chef de projet maîtrise d'ouvrage-MOA,مدير مشروع تكنولوجيا المعلومات
21404.0,Assistant maîtrise d'ouvrage des systèmes d'information,محلل أعمال أنظمة المعلومات
21403.0,Architecte systèmes et réseaux,مهندس أنظمة وشبكات
21402.0,Architecte fonctionnel de systèmes d'information,مهندس وظائف أنظمة المعلومات
21401.0,Architecte des systèmes d'information,مهندس أنظمة المعلومات
21319.0,Responsable sécurité informatique,مسؤول أمن المعلومات
21318.0,Ingénieur système réseau informatique,مهندس نظام الشبكة المعلوماتية
21317.0,Ingénieur système informatique,مهندس نظام المعلومات
21316.0,Ingénieur sécurité informatique,مهندس أمن المعلومات
21315.0,Ingénieur réseau informatique,مهندس شبكة المعلومات
21314.0,Ingénieur méthodes informatiques,مهندس أساليب المعلومات
21313.0,Expert système et réseaux,خبير في أنظمة وشبكات المعلومات
21312.0,Expert sécurité informatique,خبير في أمن المعلومات
21311.0,Expert réseaux et télécoms,خبير في الشبكات والاتصالات
21310.0,Expert méthodes et qualité informatique,خبير في أساليب وجودة المعلومات
21309.0,Expert en technologie Internet et multimédia,خبير في تكنولوجيا الإنترنت ووسائل الإعلام المتعددة
21308.0,Auditeur en systèmes d'information,مدقق نظام المعلومات
21307.0,Architecte systèmes d'information,مهندس نظام المعلومات
21306.0,Architecte système informatique,مهندس الأنظمة المعلوماتية
21305.0,Architecte réseaux informatiques,مهندس الشبكات المعلوماتية
21304.0,Architecte réseau et sécurité,مهندس في الشبكات والسلامة المعلوماتية
21303.0,Architecte multimédia,مهندس في وسائل الإعلام المتعددة
21302.0,Architecte de données informatiques,مهندس المعطيات المعلوماتية
21301.0,Architecte de bases de données,مهندس قاعدة البيانات المعلوماتية
21210.0,Éditeur(trice) de contenu pédagogique en ligne,محرر المحتوى التعليمي عبر الإنترنت
21209.0,Spécialiste en apprentissage en ligne,متخصص في التعلم عبر الإنترنت
21208.0,Responsable de la conception de programmes de formation en ligne,مسؤول عن تصميم البرامج التعليمية عبر الإنترنت
21207.0,Ingénieur(e) pédagogique numérique,مهندس تعليم رقمي
21206.0,Analyste de données de l'éducation en ligne,محلل بيانات التعليم عبر الإنترنت
21205.0,Développeur(se) de contenu de formation en ligne,مطور محتوى التعليم عبر الإنترنت
21204.0,Spécialiste en technologie de l'éducation,أخصائي تكنولوجيا التعليم
21203.0,Responsable de la formation en ligne,مدير التعليم عبر الإنترنت
21202.0,Concepteur(trice) de programmes de formation en ligne,مصمم برامج التعليم عبر الإنترنت
21201.0,Enseignant(e) en ligne,مدرس على الانترنت
21110.0,Consultant(e) en stratégie e-commerce,مستشار استراتيجية التجارة الإلكترونية
21109.0,Spécialiste en logistique e-commerce,متخصص في الخدمات اللوجستية للتجارة الإلكترونية
21108.0,Analyste de performance e-commerce,محلل أداء التجارة الإلكترونية
21107.0,Gestionnaire de campagnes publicitaires e-commerce,مدير الحملة الإعلانية للتجارة الإلكترونية
21106.0,Analyste de marché e-commerce,محلل سوق التجارة الإلكترونية
21105.0,Spécialiste en gestion de la relation client en ligne,متخصص في إدارة علاقات العملاء عبر الإنترنت
21104.0,Spécialiste en optimisation de la conversion,أخصائي تحسين التحويل
21103.0,Développeur(se) de sites e-commerce,مطور مواقع التجارة الإلكترونية
21102.0,Analyste e-commerce,محلل التجارة الإلكترونية
21101.0,Marketeur e-commerce,مسوق التجارة الالكترونية
21010.0,Architecte de solutions multicloud,مهندس الحلول السحابية المتعددة
21009.0,Ingénieur(e) en orchestration de conteneurs,مهندس تنظيم الحاويات
21008.0,Ingénieur(e) DevOps,مهندس ديف أوبس DevOps
21007.0,Développeur(se) cloud,مطور السحابة
21006.0,Spécialiste en gestion de données cloud,أخصائي إدارة البيانات السحابية
21005.0,Spécialiste en sécurité cloud,أخصائي الأمن السحابي
21004.0,Consultant(e) en migration vers le cloud,مستشار الهجرة السحابية
21003.0,Administrateur(trice) de système cloud,مسؤول النظام السحابي
21002.0,Architecte de solutions cloud,مهندس الحلول السحابية
21001.0,Ingénieur(e) cloud,مهندس السحابة
20910.0,Chercheur(euse) en cybersécurité,باحث في الأمن السيبراني 
20909.0,Spécialiste en conformité réglementaire en sécurité,أخصائي التطابق التنظيمي في مجال الامن السيبراني
20908.0,Spécialiste en analyse de risques,أخصائي تحليل المخاطر
20907.0,Auditeur(trice) en sécurité informatique,مدقق أمن تكنولوجيا المعلومات
20906.0,Spécialiste en gestion des identités et des accès,أخصائي في مجال الهويات والتصريح بالدخول
20905.0,Spécialiste en sécurité des systèmes,أخصائي أمن الأنظمة
20904.0,Ingénieur(e) en sécurité informatique,مهندس أمن تكنولوجيا المعلومات
20903.0,Expert(e) en sécurité des réseaux,خبير أمن الشبكات
20902.0,Responsable de la sécurité de l'information,مسؤول الأمن المعلوماتي
20901.0,Analyste de la cybersécurité,محلل الأمن السيبراني
20810.0,Spécialiste en visualisation de données,أخصائي تصور البيانات
20809.0,Spécialiste en stockage de données,أخصائي تخزين البيانات
20808.0,Spécialiste en exploration de données,أخصائي استخراج البيانات
20807.0,Ingénieur(e) de données,مهندس بيانات
20806.0,Data engineer,مهندس تطوير بيانات
20805.0,Data analyst,محلل بيانات
20804.0,Data scientist,عالم البيانات
20803.0,Architecte de solutions Big Data,مهندس حلول البيانات الضخمة
20802.0,Analyste de données massives,محلل البيانات الضخمة
20801.0,Ingénieur(e) en big data,مهندس بيانات ضخمة
20710.0,Développeur(se) de systèmes d'intelligence artificielle,مطور أنظمة الذكاء الاصطناعي
20709.0,Développeur(se) de chatbot,مطور الشات بوت Chat-bot 
20708.0,Spécialiste en reconnaissance vocale,أخصائي التعرف على الصوت
20707.0,Spécialiste en vision par ordinateur,أخصائي في تقنية الرؤية الحاسوبية
20706.0,Chercheur(euse) en intelligence artificielle,باحث في الذكاء الاصطناعي
20705.0,Architecte de solutions en intelligence artificielle,مهندس حلول الذكاء الاصطناعي
20704.0,Ingénieur(e) en apprentissage automatique,مهندس التعلم الآلي
20703.0,Ingénieur(e) en traitement du langage naturel,مهندس معالجة اللغات الطبيعية
20702.0,Ingénieur(e) en deep learning,مهندس التعلُّم العميق 
20701.0,Ingénieur(e) en machine learning,التعلم الآلي
20609.0,Ingénieur(e) en traitement de la langue naturelle,مهندس في معالجة اللغات الطبيعية
20608.0,Ingénieur(e) de la vision par ordinateur,مهندس رؤية الكمبيوتر
20607.0,Ingénieur(e) IoT (Internet des Objets),مهندس إنترنت الأشياء (إنترنت الأشياء)
20606.0,Développeur(se) de jeux vidéo,مطور ألعاب فيديو
20605.0,Développeur(se) de réalité augmentée,مطور الواقع المعزز
20604.0,Développeur(se) de blockchain,مطور Blockchain
20603.0,Ingénieur(e) en robotique,مهندس الروبوتات
20602.0,Spécialiste en réalité virtuelle,متخصص في الواقع الافتراضي
20601.0,Ingénieur(e) en intelligence artificielle,مهندس الذكاء الاصطناعي
20511.0,Spécialiste en service après-vente,اخصائي خدمات ما بعد البيع
20510.0,Spécialiste en fidélisation de la clientèle,أخصائي ولاء العملاء
20509.0,Analyste des performances de service client,محلل أداء خدمة العملاء
20508.0,Gestionnaire de projet de service client,مدير مشروع خدمة العملاء
20507.0,Spécialiste de l'expérience client,أخصائي تجربة العملاء
20506.0,Spécialiste en relations publiques en ligne,أخصائي العلاقات العامة عبر الإنترنت
20505.0,Gestionnaire de contenu en ligne,مدير المحتوى عبر الإنترنت
20504.0,Community manager,مسير محتوى عبر الأنترنيت
20503.0,Spécialiste en vente en ligne,متخصص في المبيعات عبر الإنترنت
20502.0,Spécialiste en communication client,أخصائي اتصالات العملاء
20501.0,Spécialiste du support technique,أخصائي دعم تقني
20411.0,Analyste de la cybersécurité,محلل الأمن السيبراني
20410.0,Architecte de solutions Cloud,مهندس الحلول السحابية
20409.0,Développeur(se) agile,مطور البرمجيات اللينة
20408.0,Scrum master,خبير سكروم scrum
20407.0,Chef(fe) de projet numérique,مدير مشروع رقمي
20406.0,Administrateur(trice) de base de données,مسؤول قاعدة البيانات 
20405.0,Analyste en sécurité informatique,محلل أمن تكنولوجيا المعلومات
20404.0,Analyste de la performance du site web,محلل أداء الموقع
20403.0,Consultant(e) en transformation numérique,استشاري في التحول الرقمي
20402.0,Gestionnaire de projet informatique,مدير مشروع تكنولوجيا المعلومات
20401.0,Analyste de données,محلل بيانات
20312.0,Spécialiste en stratégie de contenu,متخصص في استراتيجية المحتوى
20311.0,Planificateur(trice) de campagnes publicitaires numériques,مخطط حملات الإعلان الرقمي
20310.0,Consultant(e) en marketing numérique,استشاري التسويق الرقمي
20309.0,Analyste de données marketing,محلل بيانات التسويق
20308.0,Responsable marketing digital,مسؤول التسويق الرقمي
20307.0,Spécialiste en marketing d'influence,متخصص في تسويق التأثير
20306.0,Spécialiste en publicité en ligne,متخصص في الإعلان عبر الإنترنت
20305.0,Spécialiste en marketing sur les réseaux sociaux,متخصص في التسويق على وسائل التواصل الاجتماعي
20304.0,Spécialiste en marketing par e-mail,متخصص في التسويق عبر البريد الإلكتروني
20303.0,Spécialiste en référencement payant (SEA),مُتخصّص في التحسين المدفوع لمحركات البحث (SEA)
20302.0,Spécialiste en référencement naturel (SEO),مُتخصّص في التحسين الطبيعي لمحركات البحث (SEO)
20301.0,Créateur de contenu sur les réseaux sociaux,صانع محتوى على وسائل التواصل الاجتماعي
20210.0,Designer d'interfaces utilisateur pour l'IA,مصمم واجهة المستخدم بالذكاء الاصطناعي (IA)
20209.0,Designer de produits numériques,مصمم المنتجات الرقمية
20208.0,Designer 3D,مصمم ثلاثي الابعاد (3D)
20207.0,Designer de jeux vidéo,مصمم لعبة فيديو
